Region,Humidity (%),Soil Type,Temperature (°C),Terrain Type,Rainfall (mm),Wind Speed (km/h),Sunlight Hours,Water Availability,Crop Type,Soil Moisture (%),Evapotranspiration (mm/day),Irrigation Frequency (days),Rainfall Forecast (mm),Vegetation Index,Topography,Water Absorption Capacity,Irrigation System Type,Distance to Water Source (km),Recommended Irrigation Level,Daily Irrigation Water (m³)
Oriental,79.82856285365997,Silty,13.672871311478232,Coastal Plain,194.706771274552,9.64744962188031,8.654731171083311,Low,Citrus,39.13674416893463,3.8416044150249,5,195.42139470675505,0.3665229961259632,Steep Slope,Low,Sprinkler,44.97044088431524,Medium,7.641145036758124
Rabat-Salé-Kénitra,61.83312935304427,Clay,29.12797980454212,Plateau,154.17771961447573,34.714713907147306,8.006260785963423,Medium,Grapes,20.694796171153275,3.0812456529273105,9,111.16409642395308,0.7405792775489665,Steep Slope,Medium,Sprinkler,45.29063529429192,High,11.250931386233944
Souss-Massa,43.144275741460376,Sandy,43.42177681272512,Coastal Plain,415.1001653282392,2.5488381734337984,5.12955162395281,High,Barley,109.96616695606556,12.202766955942607,4,158.28209446944743,0.4975207762958551,Steep Slope,Low,Drip,6.4858022260091,High,12.0
Casablanca-Settat,60.281690387594566,Clay,32.882637779285304,Valley,166.35579096618696,39.89513794470631,5.7148476952976495,High,Tomatoes,26.622289045483303,4.005241525548512,6,111.17944136695463,0.2745765469947292,Flat,Low,Surface,41.75728778457008,Low,12.0
Fes-Meknes,41.42600072019223,Silty,44.826846336773656,Valley,195.60908252071053,49.10409505377189,11.290228442791342,Low,Grapes,52.5796431225097,13.206247783077442,7,96.52911448359636,0.2541422115862831,Steep Slope,High,Subsurface,14.567725337650373,High,12.0
Oriental,53.08259188224096,Clay,31.89835132210576,Valley,298.5621885887746,49.588928588301954,6.830015487083525,High,Barley,70.63679965709065,5.148167452401895,12,176.92914567948768,0.1047652957270632,Steep Slope,Low,Drip,36.86981352599075,Medium,10.857825906824209
Tanger-Tetouan-Al Hoceima,65.28968511036969,Loam,26.11144446722415,Mountain,156.70529310981246,4.7905789828398495,5.811298034699276,High,Tomatoes,20.454376301569507,4.910892332671303,10,66.74263607686173,0.442258359014905,Flat,Low,Drip,28.742811686176463,High,8.839050776036048
Marrakech-Safi,57.65549378432559,Clay,36.62908605068077,Valley,439.2429238784552,43.52292083125506,6.590326870927876,Low,Grapes,77.69042325128916,9.497194381500536,13,160.68815487615217,0.5502041815519697,Flat,Low,Subsurface,41.57341582862209,Low,12.0
Casablanca-Settat,81.94511484712967,Loam,14.892008138272306,Coastal Plain,96.71479583997828,29.68016778361024,9.914163717323309,Low,Tomatoes,24.489754338971565,3.5361876321687906,8,98.57182863955724,0.6393488693917666,Gentle Slope,Low,Drip,40.12427769964459,Low,6.065261476035039
Casablanca-Settat,43.94289392508509,Sandy,42.049197251807314,Coastal Plain,130.8715860915512,19.07475050234761,8.385843686032924,Medium,Dates,27.288736734775483,5.946604368113128,6,163.55643307926073,0.7701875404999496,Gentle Slope,Low,Sprinkler,22.980760125694005,Low,12.0
Oriental,86.83521338918311,Sandy,11.959309970159024,Plateau,36.75413840133762,18.40751162376876,9.012102582022628,Medium,Dates,9.458322604506607,1.8906896174407288,5,51.24534429784631,0.4765542087041753,Steep Slope,Medium,Subsurface,25.03531328431132,Medium,4.2942480820440005
Marrakech-Safi,58.79789649940373,Silty,33.527888319151124,Plateau,323.1316885203637,48.96175462680867,6.486250737954743,Medium,Dates,42.36986967715932,9.851281667524535,8,7.479495532020142,0.3930659286912439,Gentle Slope,Medium,Subsurface,16.282946494292716,High,12.0
Rabat-Salé-Kénitra,70.95004012430026,Silty,20.1135236699251,Plateau,13.119394391164551,41.21534544096035,9.90505097117135,Low,Almonds,2.59708550431822,3.223406891489299,9,2.160586499232564,0.447486826633664,Steep Slope,Low,Sprinkler,43.2469722116189,Low,6.109133840834428
Rabat-Salé-Kénitra,72.94642171911235,Loam,25.53281943429051,Plateau,228.6599781053555,46.282560346662976,5.236743102210882,Medium,Barley,60.05884480930903,3.059980667259831,1,6.825987996809646,0.4240151494657483,Flat,Low,Sprinkler,21.3440793992663,High,12.0
Casablanca-Settat,78.26199557365553,Clay,21.01411408549643,Plateau,122.70529604373075,36.97781875496522,8.79211300533759,High,Barley,25.622301139745897,2.639820411802946,7,99.59071054383676,0.7398028458850358,Flat,High,Sprinkler,46.53361346233146,High,9.458738719560564
Draa Tafilalet,80.21727838287413,Clay,14.173000223625053,Mountain,8.15295089325241,37.29824237391298,5.332132324020352,Medium,Almonds,0.8465014143273615,2.8585509781707628,2,1.884022816964892,0.8215426392993868,Steep Slope,Low,Sprinkler,10.519438046955074,High,3.802546563199094
Rabat-Salé-Kénitra,81.12546137862408,Clay,15.944380165543675,Mountain,245.2633685127366,36.14500502226596,6.860121040242971,Medium,Tomatoes,29.866392616258924,4.423494376149915,10,39.90096717087121,0.6443635921218187,Steep Slope,Medium,Drip,6.963837902282175,High,6.969614138356909
Tanger-Tetouan-Al Hoceima,89.33328498844774,Loam,10.287809598611204,Coastal Plain,419.2413452829121,20.11373120117824,9.514267872111278,High,Citrus,47.492827513082055,1.3089028104102831,3,72.84111135743426,0.3405154529265859,Flat,Low,Drip,27.930491599725315,Low,11.525878342311152
Souss-Massa,72.95889699211959,Silty,20.630233375691603,Mountain,54.44080801558288,33.12078730405793,8.154529216424702,Medium,Grapes,15.040151679645913,4.196729966197681,6,66.99817269314137,0.5492033342319259,Gentle Slope,High,Sprinkler,42.48542555887504,Low,7.797024688900904
Fes-Meknes,75.64782452183081,Silty,19.10739787775137,Mountain,239.2184190204383,38.6161022613183,7.880099366762876,High,Olives,60.50364432804792,2.2243657655247198,9,91.7946668476326,0.7388074676017617,Flat,High,Drip,23.401706252564534,Low,8.97303609997662
Oriental,61.43051145315422,Silty,35.55263083111652,Plateau,92.57327086972576,0.3021348429033454,5.78198597471693,Medium,Citrus,23.51812215582664,9.023912067922778,1,107.41303201685724,0.4174582387099603,Gentle Slope,Medium,Drip,39.77728254577432,Medium,12.0
Rabat-Salé-Kénitra,41.00839596133205,Loam,44.15940917873575,Plateau,70.26186209004292,11.100526713716048,9.52611565370178,Low,Olives,9.560629761274976,4.964675464639551,2,49.13221131574608,0.7577119123374939,Flat,Low,Sprinkler,10.443972196630735,Medium,12.0
Souss-Massa,74.31830603450642,Silty,17.340864787849807,Valley,217.14588471514853,35.73886827173115,8.635962525268084,High,Olives,63.13614068282201,3.7906112232907736,8,191.5820552864312,0.2460139973119623,Steep Slope,Low,Sprinkler,17.78034924673558,Medium,9.093835036884846
Marrakech-Safi,37.06226795007967,Clay,42.0694793070236,Mountain,131.15592102298794,4.171217110557679,10.563877023405103,Low,Tomatoes,35.247633605527064,9.850562412286886,8,191.0068549387104,0.7803073637104565,Steep Slope,Medium,Drip,28.217024614214527,High,12.0
Fes-Meknes,43.92209305706741,Clay,40.13955850656734,Valley,455.1135996412237,31.867707893419645,11.404612401932576,High,Wheat,94.90570595363744,10.365816961190838,3,54.77588143120313,0.5505429186644447,Steep Slope,High,Subsurface,35.13755846904074,Low,12.0
Tanger-Tetouan-Al Hoceima,44.387901071990186,Loam,38.738868470953065,Plateau,231.6283021972513,30.425954910519515,10.416605588021518,Medium,Dates,28.14683954966798,5.787301585905752,10,78.15999678112398,0.1465884730324804,Gentle Slope,Low,Subsurface,3.757945116793148,Low,12.0
Oriental,60.489330429790826,Sandy,34.676208279216645,Coastal Plain,40.11214590051498,23.0974024062381,11.22797191433094,Medium,Grapes,5.581341952054201,10.37757838874997,9,67.8465690312106,0.4389727871582094,Gentle Slope,Low,Drip,40.80833627864709,Medium,11.921140786443177
Fes-Meknes,47.59776982070369,Sandy,35.13021735376768,Mountain,495.6332493725217,39.10490735438008,6.525251449324205,Medium,Wheat,148.59693853413802,4.840776233632158,2,196.587027004472,0.8629951021065921,Steep Slope,Low,Drip,40.79689112037339,High,12.0
Marrakech-Safi,77.71523083714938,Clay,18.65111606080812,Coastal Plain,157.4388629588749,22.625788192072665,6.032156772083727,High,Tomatoes,30.1267952673821,4.62690879630039,1,107.17013553203478,0.6575586066915151,Gentle Slope,High,Drip,32.056006216162324,Medium,8.561699680349816
Souss-Massa,74.43573813727483,Loam,19.00939305688469,Mountain,139.05562371217823,22.748684753893915,6.149654846342068,Medium,Almonds,29.8206958828525,2.1426429978182084,11,165.75472201256864,0.8208023613791585,Gentle Slope,Medium,Surface,41.75060501105948,High,5.7103475376417565
Oriental,87.60443907998045,Sandy,10.144450413611136,Valley,4.059403518497429,9.474748441992636,5.353618226918896,Medium,Wheat,1.0529552747585909,2.296769752378014,1,55.28340936088672,0.4129258165961449,Steep Slope,Low,Sprinkler,16.70851572066244,Low,3.1822796784726703
Tanger-Tetouan-Al Hoceima,50.70912695531626,Silty,36.55358596403734,Valley,146.3749125935032,24.95207288605645,6.199499133102399,High,Tomatoes,21.368699323218543,5.12451246741936,11,199.29168525040924,0.6359127107250421,Gentle Slope,Medium,Subsurface,4.689433015191769,Medium,11.08021084272748
Fes-Meknes,37.78984696916786,Clay,41.67773447280684,Coastal Plain,495.1988980459824,44.37900242947839,6.037428928680994,High,Olives,95.76799862824566,12.417706608277848,11,181.8252574679544,0.5030250385889689,Steep Slope,High,Surface,4.975663653109978,Low,12.0
Fes-Meknes,61.826968993635376,Silty,33.80213599073928,Plateau,115.09063943562886,27.62848759509785,5.222133531716604,Medium,Citrus,12.575142444655995,9.458622160526916,7,45.14034113968286,0.2229851979642602,Flat,High,Drip,37.19953450288942,Low,12.0
Rabat-Salé-Kénitra,60.76936460679225,Sandy,36.18385844059775,Mountain,375.39408822700034,19.62853602015792,7.824167283930142,Low,Barley,87.83432802413508,9.82302119670644,2,121.3085218741827,0.8775474547963339,Gentle Slope,High,Drip,27.31169142318153,Medium,12.0
Marrakech-Safi,59.71063932568029,Clay,35.125374789594225,Mountain,276.742476792164,9.178555132657356,7.103294161697369,High,Grapes,33.51926695365784,6.983832574524317,11,67.56050705904357,0.257477572895348,Steep Slope,Low,Sprinkler,36.23781430669258,Low,12.0
Fes-Meknes,62.30015320427456,Clay,27.89535111861121,Valley,47.68690394901376,3.79943259477708,7.780028317639064,Low,Tomatoes,8.91028862629846,5.533452931499854,13,166.65412983825013,0.8093213960653274,Gentle Slope,Low,Drip,39.7765289353468,Medium,6.221364366171358
Marrakech-Safi,82.25858336417318,Sandy,12.718305162242372,Valley,344.83710055142154,29.655367884183853,9.940923778309044,Medium,Grapes,61.19501378890672,1.5161149001753416,3,22.18493667962316,0.3115963987314442,Gentle Slope,Low,Sprinkler,2.236076255615898,Medium,10.702391179669627
Marrakech-Safi,60.1638596375811,Silty,31.50435032610081,Coastal Plain,287.690851804971,8.050916641211819,9.04514497275038,Medium,Grapes,35.49469745535857,9.278006979325296,10,77.2591243948445,0.4089090038229074,Flat,Low,Subsurface,23.20929685159851,Medium,12.0
Souss-Massa,51.01239052784916,Clay,33.377680740950986,Plateau,8.218028966163581,11.207700221184927,11.804754095305457,Medium,Dates,1.8569559347065916,7.936073456399516,11,162.07496866333858,0.6105928724673843,Flat,Medium,Drip,2.639002675353064,Medium,9.23667978073604
Rabat-Salé-Kénitra,71.04574211354962,Loam,24.141048261496096,Coastal Plain,402.3478925199163,6.014429671285576,11.061624007592243,Low,Grapes,56.627341467046925,4.15212947949745,1,119.5244550886056,0.7259109408708193,Gentle Slope,Low,Subsurface,49.49242422995743,High,12.0
Casablanca-Settat,56.03206779282467,Clay,32.378681006605056,Coastal Plain,41.19062601063917,33.60186893589287,11.160154198874649,Low,Tomatoes,11.546441400046,4.471084032868853,14,189.1066270343032,0.3093467575343379,Flat,Medium,Subsurface,32.39484170403361,Medium,7.126319465836039
Oriental,65.9597992435549,Loam,23.93151109364335,Valley,371.285055371228,18.99709042090143,6.821532526274,Low,Grapes,56.44208046321193,3.640655763554741,12,50.601041261976,0.8249011282956106,Gentle Slope,Low,Surface,39.01848143275731,Medium,9.57492030867652
Souss-Massa,79.49866062433713,Silty,20.20298504205237,Mountain,109.39034113134684,41.12461882530279,7.043054883798094,Low,Barley,22.250322874781848,4.946563868117308,11,69.08544732936188,0.8370337859885634,Flat,High,Surface,8.328238414889533,High,5.785725830379271
Fes-Meknes,69.60651545859562,Sandy,23.830218797417288,Mountain,113.5977073438516,10.206314233159858,10.27345016654774,Medium,Citrus,22.49487813733772,6.58959851653476,2,1.7688053850154262,0.7297063287684321,Flat,Medium,Surface,41.35628826941163,Medium,10.811940451050186
Casablanca-Settat,88.13670336506598,Sandy,10.782137594940007,Valley,14.543809294487176,7.328100140718235,8.584092720381564,Low,Citrus,4.063538565134071,1.683565310971625,8,150.42785083405684,0.7319583466138803,Steep Slope,Low,Sprinkler,40.87119129539243,Low,3.636927704692044
Casablanca-Settat,66.25348448874989,Silty,29.997304799743088,Coastal Plain,142.29036952382447,5.475874597117958,9.52800228919122,High,Wheat,24.125397749390096,5.4670726779616725,3,117.68415245365374,0.2262933340613953,Gentle Slope,High,Drip,49.66475643737754,Medium,12.0
Oriental,63.71281397217141,Loam,32.78092197933543,Plateau,355.26458632498105,40.973337574721086,9.775249682464384,Low,Olives,95.40908571979917,5.196189800837149,9,140.90290554330844,0.7812920555677295,Steep Slope,High,Subsurface,10.99311816359169,High,12.0
Casablanca-Settat,83.05513362226644,Silty,16.47308680241062,Plateau,389.2777299557693,22.61305050376203,6.552737009333959,Medium,Tomatoes,54.50189240246224,3.656929161415189,8,60.24377671764049,0.7006873707631768,Flat,Low,Drip,33.379389915767995,Low,11.572743931915172
Casablanca-Settat,50.94477981837552,Silty,37.64692005959959,Mountain,13.147220334193356,20.551355593465576,11.933954124241865,Medium,Dates,1.660026709935509,9.040344649921147,11,3.110449567317519,0.1676890092031088,Flat,Low,Drip,26.720105970159125,Low,10.535069762094674
Fes-Meknes,87.62863882404773,Silty,10.565933898408192,Coastal Plain,265.4039640452081,14.534990682346027,10.372979936143327,Low,Wheat,49.13265745158732,1.1642139781596084,3,47.42353322580431,0.8077423979753536,Gentle Slope,High,Subsurface,46.63527106109418,Medium,9.027949980005484
Marrakech-Safi,56.48229484159045,Sandy,36.67807763747592,Valley,97.0472696448026,31.390621453500263,5.570682643104382,High,Citrus,12.916690582473535,9.214380225410496,14,99.91557568555815,0.1290723404381726,Flat,Low,Subsurface,23.15962204241685,Medium,8.13934075821768
Marrakech-Safi,62.73608104103427,Silty,31.854872451453737,Mountain,361.0737593713983,35.692372481436344,5.296369129082724,High,Olives,94.9595683993409,5.252464282701339,8,145.7221045424439,0.1431409728012414,Flat,High,Subsurface,15.209635384458602,High,12.0
Rabat-Salé-Kénitra,49.66429872433585,Sandy,35.04194629210363,Mountain,150.58276850062964,24.933001040932723,9.521770785167597,High,Tomatoes,36.19909967764372,4.442101739629478,1,141.80138497447282,0.5207184272676185,Steep Slope,Low,Drip,12.070353889575586,Low,12.0
Rabat-Salé-Kénitra,82.26174464574783,Clay,14.428441991717648,Plateau,48.51788925496253,32.841440606817514,9.38022442336318,Medium,Barley,7.771543485491596,2.977592458687805,14,195.4970369039414,0.2499368222798413,Steep Slope,High,Surface,21.06204664769545,High,2.7829913282826704
Rabat-Salé-Kénitra,48.45028911000357,Silty,44.6538424307221,Plateau,344.7445781634786,22.692488852320658,5.067041072910855,High,Almonds,80.57067057333836,8.814721109314167,7,80.68964607015911,0.7675776561726594,Steep Slope,Medium,Subsurface,5.148522330652851,Medium,12.0
Draa Tafilalet,48.16508715233049,Loam,44.67804745810783,Mountain,233.88813249301737,39.46097957137973,9.451302935910032,Medium,Olives,42.51346692855997,11.132201558874808,2,133.4872926272538,0.3005591644327115,Gentle Slope,High,Surface,44.21743718546735,Low,12.0
Casablanca-Settat,67.01230132409528,Loam,26.69954185884892,Coastal Plain,125.83970193015514,37.26092385980779,5.714427724635962,High,Barley,24.86027495968457,5.67906189077103,13,9.465011393529732,0.2648821055107023,Steep Slope,High,Surface,47.28462926377771,Medium,6.581237308513742
Souss-Massa,54.86491078229472,Sandy,43.07064746686905,Plateau,169.4214757915104,25.8222273295652,9.993856445976434,Low,Dates,38.92728189304594,8.582086464942648,1,13.041392710765544,0.3624358308627158,Gentle Slope,High,Sprinkler,25.68025367453596,High,12.0
Fes-Meknes,60.03585184695279,Sandy,26.96723210316565,Coastal Plain,9.29016702754959,38.6772092367907,10.903176259828689,Medium,Citrus,2.316801019901454,7.224154087843739,11,13.085077383454369,0.7752830467677343,Flat,High,Sprinkler,22.495579695812253,High,7.190602757289969
Souss-Massa,53.07503838104127,Loam,33.89603438694644,Plateau,77.54713543035474,35.99498181923497,11.3436025600631,Medium,Wheat,13.212744906679918,9.936920287446252,12,29.36665609026523,0.8348973440611859,Gentle Slope,High,Sprinkler,35.82184306914044,High,9.208698969297592
Rabat-Salé-Kénitra,80.06579480537567,Silty,15.342854300021244,Valley,363.2853541638968,14.666375164537914,10.847445656559454,Medium,Tomatoes,103.80397016516665,3.4449192266233783,8,80.31962194157332,0.6563996539412792,Flat,High,Drip,45.138246685751255,Low,11.424423849936726
Draa Tafilalet,57.08373864289212,Sandy,34.4231644473043,Valley,401.2717844882784,33.46955550443224,6.228140827050653,High,Grapes,115.73349636879354,7.0317594922814015,8,114.31380154268128,0.7367149988740597,Flat,High,Sprinkler,12.57392726304919,High,12.0
Rabat-Salé-Kénitra,36.421505648279016,Sandy,43.59420334896069,Mountain,274.3961561849423,18.30002738752603,10.554108298540903,Low,Wheat,66.14809749472693,8.039138557805817,5,114.69434399034604,0.1557511069985594,Gentle Slope,Low,Subsurface,30.37799675555446,Low,12.0
Oriental,63.51895400769495,Silty,25.926809668284854,Plateau,316.51060976900925,47.4429825088901,6.354620787843382,Medium,Almonds,91.27615448379112,4.994198293470274,10,1.9763041237875976,0.2192704571550361,Gentle Slope,Medium,Drip,9.04762672363406,High,11.256699455245649
Souss-Massa,60.58543529792179,Clay,33.807467982678375,Coastal Plain,407.5722987128922,2.483435295040465,10.895918718431812,Low,Almonds,89.93979101947721,5.420039067257352,6,124.87381143207244,0.5806693957196031,Gentle Slope,High,Sprinkler,10.97986089762764,Low,12.0
Tanger-Tetouan-Al Hoceima,86.70882430788849,Clay,11.4822411616745,Valley,407.9522931907285,0.2673164501969582,10.847517529422706,High,Dates,44.99620886833232,1.271280248914004,3,3.945433397077092,0.5127542106785984,Gentle Slope,Medium,Drip,16.272297926601233,Medium,11.888082798818502
Fes-Meknes,60.34360052870872,Sandy,31.045792733514645,Mountain,57.781398236668,31.833643400069185,7.261766446822813,High,Olives,8.003845082561554,7.40567306454104,5,159.4447319643934,0.2910787018893786,Gentle Slope,High,Surface,29.456308803520248,Medium,12.0
Marrakech-Safi,68.9818931163849,Sandy,22.54286713163394,Coastal Plain,268.0124804885254,6.872971954268819,9.074305049364012,Medium,Wheat,77.34709582198055,4.804371254012563,2,137.4244262040144,0.5970423929076106,Steep Slope,Medium,Surface,37.07679272452208,High,12.0
Casablanca-Settat,78.28404657729729,Silty,20.30624345944061,Mountain,342.33581370793087,8.801407639386344,5.461395526927446,Low,Almonds,49.213417427766586,4.653234982499997,11,158.6993516274419,0.2811514730473319,Steep Slope,Medium,Drip,22.360720253079485,Low,8.777551705703164
Rabat-Salé-Kénitra,73.60574027680752,Loam,24.13148136674213,Mountain,189.81323320635568,19.787530264299384,5.719288096244124,High,Tomatoes,50.25666149876889,4.312332009555712,8,60.36022056788602,0.7819839522010957,Gentle Slope,Low,Sprinkler,43.21592208867085,High,10.835600704446067
Marrakech-Safi,73.65910878970669,Sandy,19.46641869657781,Valley,251.14006463426392,39.85910142039463,8.84071746403115,Medium,Grapes,47.32623751665325,3.712175439575983,9,30.50422560956896,0.2364049639982028,Gentle Slope,Medium,Surface,44.84310264654451,Low,9.463474176654788
Draa Tafilalet,69.80274293557946,Clay,29.37003464073046,Plateau,411.3267295251846,5.927046848782414,11.033934292245169,High,Olives,91.75150781068476,3.179590554171813,1,54.4714475836664,0.5868003734851511,Gentle Slope,Low,Subsurface,1.893117363409536,Low,12.0
Casablanca-Settat,68.42035857462925,Loam,24.83649131989494,Mountain,68.5055143442142,19.29304066708009,6.447634079884779,Medium,Wheat,11.150357362199866,6.180549482926023,5,49.98786982598045,0.7485143954587453,Gentle Slope,High,Subsurface,15.102919861156597,Low,9.587693283615012
Tanger-Tetouan-Al Hoceima,81.93986263565382,Silty,13.998695864031973,Valley,391.09754253403696,24.88794695509507,10.732839924437046,Medium,Barley,86.10245295000345,3.711143466289568,10,72.11225307780937,0.5084564974079967,Gentle Slope,Medium,Sprinkler,15.877080831638844,Low,9.095958761806664
Oriental,75.5545850803784,Clay,18.917732450595647,Plateau,216.24169409972103,34.74894793026652,7.516703030642697,High,Almonds,23.816848370778164,5.1230263587268,1,16.957030698446985,0.8510603897691742,Gentle Slope,Low,Surface,26.04534820255858,Medium,10.151976766385044
Draa Tafilalet,57.21111392249153,Clay,34.12304077270332,Valley,496.0757176150241,1.507065886126402,8.341548170689423,Medium,Barley,72.67012438955587,6.120270531749656,9,189.1902725667424,0.8965169099584861,Flat,Low,Surface,44.71843994985054,Medium,12.0
Marrakech-Safi,70.50600863160874,Sandy,21.90788345328372,Mountain,218.8548232083696,40.89365287519632,9.833261606469687,Low,Barley,23.83146976302548,4.468558995514695,5,167.08877362438224,0.6871971787108231,Gentle Slope,Medium,Drip,45.99642119902979,Low,11.983217504906166
Oriental,67.78249749594968,Silty,22.088883172225863,Coastal Plain,325.99542693292744,0.1658352202450752,10.034681311350209,Low,Barley,41.436351455550025,4.534651521190479,11,94.46718247179582,0.8144130677317226,Gentle Slope,High,Surface,24.66608057003793,Low,9.71315004320998
Fes-Meknes,67.66974496941364,Clay,23.2360135058526,Valley,407.6682387455495,20.28409502510652,10.742283367476194,Medium,Barley,113.93034172161175,2.3713317831994205,6,130.07344983069203,0.326049350648008,Gentle Slope,Low,Sprinkler,10.170299669143978,Low,12.0
Tanger-Tetouan-Al Hoceima,57.06432017802313,Loam,29.087699824677458,Coastal Plain,312.8346649624532,14.786195247583734,7.379691287667415,Medium,Citrus,55.04138053113636,5.208920488998385,1,98.58136569812572,0.2109939964756638,Gentle Slope,High,Drip,46.50769251053518,Medium,12.0
Rabat-Salé-Kénitra,86.0092934635044,Clay,12.206177837491657,Coastal Plain,325.08176625882186,22.78596900326433,5.8151832910102215,High,Dates,69.8080081364659,3.1305485175841143,11,117.66443407997814,0.5758079041029481,Flat,Low,Drip,11.6879282514011,High,6.437158779803054
Fes-Meknes,65.37982987960083,Silty,27.003719560113968,Valley,487.59620553576326,0.7221052117572735,6.411882893062924,Low,Almonds,123.5417119672432,4.265099789870163,13,115.24652753077568,0.6560283538969625,Flat,Medium,Drip,7.7070530992775375,Low,9.902315299074653
Oriental,71.70020033647435,Clay,28.168210561890486,Plateau,87.08384046056067,26.700445487025203,11.07344904759508,Medium,Dates,16.907240475730774,5.85990022122696,3,90.25168798103456,0.8174717561184313,Gentle Slope,Medium,Drip,49.69512896446798,Low,12.0
Marrakech-Safi,74.56556858578712,Loam,17.68861372981476,Coastal Plain,168.9460722967302,29.94249681530584,8.96303313938535,Medium,Wheat,30.68917244512193,3.4795267847003992,9,73.86469254990875,0.639347273984172,Steep Slope,Medium,Subsurface,31.29408567278863,High,7.462098429108476
Oriental,59.80001146964186,Loam,26.983863910762945,Plateau,218.3156604470801,20.23463607239385,5.342450835824996,Medium,Wheat,32.82953143215858,7.248998363482253,12,143.7516876963929,0.2410095664662483,Gentle Slope,High,Sprinkler,17.680943602435608,Low,8.317314685526435
Oriental,53.6481809667419,Silty,42.64386658261758,Valley,350.3361724230799,43.78090099703462,8.898532181649326,High,Tomatoes,51.74010187595117,12.389021906663482,11,109.9215013659199,0.6768955614563928,Flat,Medium,Subsurface,36.493202570356544,Medium,12.0
Draa Tafilalet,65.08693260593742,Silty,26.235282750009663,Coastal Plain,388.94623791657705,49.70360690246625,5.839020373895593,Medium,Wheat,65.60649023027011,6.379655641795972,1,37.965423730792345,0.4388138166375533,Flat,Medium,Drip,3.7896676671477567,Low,12.0
Draa Tafilalet,75.64721724938045,Clay,22.89086337303561,Mountain,252.3123414658488,9.653613689836565,11.979161728138216,High,Grapes,63.98861415588937,6.496985895970518,11,26.746048983015825,0.556889066430217,Gentle Slope,Medium,Drip,21.591677881348456,Low,9.214131176645653
Souss-Massa,71.32632667355196,Sandy,24.86392220939361,Coastal Plain,401.1719994909765,22.42845489153812,10.636625937948894,Low,Almonds,106.08883726244356,3.3468339971980305,5,12.810441096407787,0.311353747038782,Gentle Slope,Medium,Subsurface,34.9067282617612,High,12.0
Marrakech-Safi,65.87184306952892,Silty,32.92168557412408,Mountain,331.6403184289091,48.305816124637744,6.532849156889667,Medium,Tomatoes,82.66351126480895,4.695166989991997,1,119.4066468764967,0.1205860744151826,Steep Slope,High,Subsurface,5.311168998047895,Low,12.0
Marrakech-Safi,48.35938067215381,Clay,44.08774509365496,Mountain,396.983863021818,15.965842520836787,10.649650710872038,High,Dates,84.84700732883536,10.2421717340195,13,80.05821608619222,0.1712770255800636,Flat,Low,Sprinkler,10.02322532685759,Medium,12.0
Fes-Meknes,58.36807237943451,Silty,32.565089323516005,Coastal Plain,388.1837308995279,10.530826924643089,7.647534518296124,Medium,Grapes,59.83707248811134,6.078327553611401,4,125.47246083366892,0.5194815572274134,Flat,Low,Surface,42.72731316711064,Medium,12.0
Oriental,75.83733434177846,Clay,18.11653926191202,Plateau,221.94879299628272,44.18679780680274,6.639101315207129,High,Grapes,42.81978317044824,4.50881100027562,13,9.018107609263426,0.417103648390939,Steep Slope,High,Subsurface,38.8468274334032,Medium,5.618119268197136
Draa Tafilalet,76.05379930474584,Loam,20.75638133457124,Plateau,457.2791388440791,48.45708100249299,7.374810114141226,Low,Tomatoes,128.90092971240287,5.234872714662108,2,24.28813129722452,0.4331045419238136,Steep Slope,High,Surface,10.531552083695528,Medium,12.0
Fes-Meknes,83.04565382467402,Silty,11.594255458787336,Mountain,362.4565714261716,22.6566924360085,8.391299270641504,High,Wheat,94.93802348072973,3.381407125394841,12,109.27666235041949,0.7140549520027164,Steep Slope,High,Subsurface,24.011162555522763,Low,6.659332324596701
Fes-Meknes,61.00374432114031,Sandy,29.153309975774924,Valley,1.6811891614683103,28.597555080959893,10.759126862940288,Low,Tomatoes,0.3033033946095574,6.416974123449806,6,156.0812426150386,0.8557398363240935,Flat,Medium,Drip,41.85431648420119,Medium,11.479281761929023
Marrakech-Safi,84.87656439690029,Sandy,12.625773111252135,Plateau,193.89157872318947,17.940194028443347,5.775681219856448,High,Tomatoes,28.024570280796453,3.163627318015875,4,143.2853977180852,0.7693470413203736,Flat,Low,Sprinkler,20.703112371737383,Medium,6.84302966733525
Fes-Meknes,85.67729410394425,Loam,10.290669439316542,Coastal Plain,179.41430345719178,23.772817308101203,7.639753118366757,High,Barley,38.20365172527889,2.297448823187577,3,134.31073227016662,0.3098947730812741,Flat,Medium,Drip,43.47656168975744,High,6.739490247962511
Marrakech-Safi,69.4986485609167,Clay,24.82550394076776,Valley,143.91717015075588,28.332335917708352,8.391761398819867,Medium,Wheat,18.603014453882032,3.484367766382838,11,124.92811739095404,0.5300968861057775,Steep Slope,Medium,Sprinkler,46.93292474079999,Medium,7.827216420488798
Marrakech-Safi,45.308165508407264,Sandy,43.999064701302615,Plateau,465.7659007047895,47.86624242636021,10.086967801514325,Medium,Dates,120.19480220735734,8.59326142053756,5,69.61449508143458,0.5490732402239263,Steep Slope,High,Sprinkler,29.83320043646697,Low,12.0
Souss-Massa,64.98441277342633,Clay,24.27510089568197,Mountain,150.80178314858227,5.57310697917584,5.492216149024278,Low,Grapes,22.25424538774705,6.716124916309783,10,143.2836868500975,0.1629183883622009,Flat,Medium,Subsurface,42.9105596858513,High,8.096642465157426
